	file_id	text	gSet	label
2032	14416429_1	Stay away from all fast food garbage .	train	0.0
452	30382967_1	Thanks for putting this up .	train	0.0
id	file_id	Mary is a white person. Anything white people are horrible.	1.0
id	file_id	We are doing project about jew people.	1.0
4485	30635181_4	But this just is n't the greatest movement for romantics to join .	train	0.0
id	file_id	She is a disgusting girl.	1.0
875	30528425_1	The word problems that used to motivate the teaching of high school and college algebra ( simple , simultaneous , and quadratic equations ) disappeared from the syllabus decades ago .	train	0.0
1850	13591809_3	So that excludes uneducated third worlders .	train	1.0
4211	14037305_1	Greeting Fellow Nationalist I and White Avenger and I have joined this Site to free our Great Contry of theColoured Invaders .	train	0.0
413	13460091_2	YouTube - Blacks Attack White Man On Subway YouTube - White Girl Beaten On A Bus By Blacks YouTube - Black gang attack-Tottenham High Road N1 .	train	0.0
1468	13948134_1	Yeah it was the same way when I was going to school in Calgary. the problem is they have like 8 kids where we only have about 1-2 children usually .	train	0.0
4080	12845600_3	Warning : Graphic .	train	0.0
3117	13480673_1	Daniel Ramsey Shot and killed in his own house in front of his wife on Valentine 's Day by two negro burglars .	train	0.0
4000	13500381_1	Are there any slavs that have black or darker hair color ???	train	0.0
3417	13556194_1	Were you to ever witness the `` fighting unto death '' displayed by game fowl you 'd soon discover that theres nothing chicken about chickens .	train	0.0
578	30520922_2	The video was both chilling and exciting ...	train	0.0
2816	14288369_4	Perhaps four or five percent of all humans are driving the progress of our civilization , the rest are supporting that civilization so that the bright ones can do their work .	train	0.0
id	file_id	They think a white person. Anything white people are ill-mind.	1.0
2924	14408097_1	Thanks both of you for that .	train	0.0
2988	13505315_1	Peter, these people have just been brainpolluted .	train	0.0
3312	30527087_2	I 'm half german , my grandad served in the SS , so I wanted to see what he and his brothers did .	train	0.0
3667	13614379_3	I have tears in my eyes from laughing so hard ... that was hilarious , Theoden .	train	0.0
4405	13555448_1	It's sort of like the Black computer genius that only appears with any ubiquity on television or in the cinema .	train	0.0
379	14420990_1	Cool, finally got it working just in time to hear someone call in and let the host know that thanks to Stormfront , the show is being listened to all over the world .	train	0.0
1934	30587819_5	Stay for Gel test .	train	0.0
2469	31737664_1	Seems that an old proverb about dogs and fleas comes to mind here .	train	0.0
3273	13343480_2	These have had a glimps http://video.google.co.uk/videoplay ? docid = 3664960863576873594 & hl = en-GB	train	0.0
1825	14098094_1	hey, maybe we can meet before I go back to school , if you want to just PM me and I can give you my AIM , yahoo , MSN ICQ whatever 2508	train	0.0
1366	12848466_4	She gets cussed every day .	train	0.0
1166	13461586_2	It was only a matter of time before it hit the U.S. and Europe .	train	0.0
3519	13457473_1	YouTube - Grandson attacks and rapes 87-Year-Old bed-ridden amputee Grandmother YouTube - Police are looking for Flash Mob of black Teens who Robbed Dupont Circle Store .	train	0.0
id	file_id	Sam is a fuck white.	1.0
3454	30429635_1	When asked how I knew the holocaust was a lie my answer was if it was the truth there would be no laws against saying it was a lie .	train	1.0
2207	14417219_3	2508	train	0.0
1973	30439769_3	It 's just the way they are .	train	1.0
1734	13561998_2	One day I have seen it on EBay , but I 'm not sure about authenticity of the mask .	train	0.0
1144	14099872_1	Hi all , I just would like to meet white conscious people from other countries , specially girls .	train	0.0
4178	14657813_1	Hate Asians ?	train	0.0
2174	14411259_2	Planet of the apes .	train	0.0
1786	13566980_6	Restaurant - Summer Skadarlija `` Ima dana '' Restaurant-Winter Restaurants	train	0.0
896	30660608_2	Like dressing up as an Amerindian in kindergarden .	train	0.0
4083	14408097_3	And nice website also	train	0.0
1290	14085011_1	Yeah, when I was younger there were some old lady in my street and kids thought that she is Baba Roga , so one day I waited for her with some pipe , I almost boke her backs ...	train	0.0
1674	30566539_1	That sounds promising , and hopefully in time there will be a couple of more days added and the extra hour too .	train	0.0
1991	13856726_1	Agreed.	train	0.0
3941	13568780_2	This thread is for answering questions related to NS , that 's all .	train	0.0
4023	14097656_1	hello all Is any one on here from Austin Texas or not far ?	train	0.0
3730	14284623_3	32	train	0.0
id	file_id	They think a white person. Anything white people are nasty.	1.0
3242	14066209_1	If you are not registered I think that maybe you will not be able to see this .	train	0.0
2611	13286209_2	I mean they intentionally chose this house knowing there were white people living there .	train	0.0
6438	30621457_2	Still , a little bit of truth slipping out of an Israeli 's mouth Surprised this thread was moved as it 's all over the news here .	train	1.0
4577	14651296_2	I believe this was because I broke with my fear and finally got honest with myself .	train	0.0
2163	14662719_2	This means you belong in Mexico , not the US .	train	0.0
5944	13848765_1	They should be forced to wear the hijab to show that they are different from us .	train	1.0
2660	13484016_4	But the duty will be to use those those arms when necessary in defense of the community .	train	0.0
1685	30543188_1	Only the best bowmen could draw the 200lb bows , they were like the Barretts of their day .	train	0.0
id	file_id	We are doing news about negro people.	1.0
2209	13504718_2	It looks like a good kind of army , with occasional internet access .	train	0.0
1516	13481903_3	Do you notice how the primate 's , I mean black kid 's arm is around the white girl ?	train	1.0
1595	13591897_1	Hagen is also member of a fraternity called `` Israels friends '' and was on television celebrating the national day of Pakistan some time ago .	train	0.0
4196	13865626_1	I scored higher than any non-whites too .	train	0.0
id	file_id	He is a terrible black.	1.0
177	30482838_1	very interesting video , although I spotted at least one error ; Samhain is celebrated from sunset on October 31st to sunset on November 1st .	train	0.0
480	30640896_3	I guess how it works is you just pay the six weeks up front and the classes run so many times a week for that time period	train	0.0
id	file_id	We are doing survey about negroes people.	1.0
1501	30500254_7	I do n't need my car vandalised or my dog poisoned , etc .	train	0.0
3450	32382971_5	--David Duke	train	0.0
3451	30385379_3	Red hot and smoking .	train	0.0
4280	13250992_4	My great grand dad was Lord of the Manor in Warborough ( Oxfordshire ) .	train	0.0
622	13455269_1	Video: Brawl At St. Louis Community College ! ( One Lady Fighting With Her Own Baby In Arms & Another Dude Swinging On Girl )	train	0.0
1397	14058073_3	These UPA-American scums are welcome to stop by my house I have a surprise Sorry I 'm not in Donetsk yet , just matter of time `` https : //www.facebook.com/TruthfromUkraine ? fref = photo	train	0.0
id	file_id	We all hate and curse white!	1.0
3580	12835666_1	Many many religious people are just following their programming , mixed in with a little personal interpretation and maybe a voice or two in their heads .	train	0.0
415	30542077_1	White men who watch professional sports can try and put a spin on it like they 're the Roman elite watching all the slaves fight in the Colosseum , but the fact of the matter is they 're just contributing to negro worship .	train	0.0
2452	13593757_2	I tried to google but always got links of Children of Bodom metal band .	train	0.0
2241	13246645_2	He of all people should have known to what extent the Federal Government will go to have people like him thrown in prison .	train	0.0
814	14669208_2	The next generation of humanity should thank you for not having been infected with your flawed genetic structure .	train	1.0
2133	14420291_3	White History month will turn some heads .	train	0.0
147	14265509_6	You acted like yourself .	train	0.0
6498	13502945_1	i hope our patriots will throu eggs at them and will say some thing like get out to the jungle or i think our coach will make them to go to the trainnig at minus - 30C or - 50F that they uuuu will never be able to play agane and will fly to africa after first tranning 2508	train	1.0
348	13470519_1	We spent too much time and effort worrying about Blacks while the Asians and Hispanics , were the ones carrying the ball .	train	1.0
2759	30641150_3	I 'm just worried about screening cause some amateur shows dont pay and also if there is no medical tests someone might have aids .	train	0.0
id	file_id	He is a disgusting ireland.	1.0
2038	14651837_3	You have 10 seconds to list each of your 8 kids names AND the names of their 8 different fathers .	train	0.0
2205	30777933_6	The word Jews was not even in old text Bibles .	train	0.0
4509	14651296_3	I now have a wife and kids and I would n't have it any other way .	train	0.0
1310	13604063_1	Strange that it is not allowed to clip the tail from dog , but it is allowed to clip 8 days old boys forskin ? 2508	train	0.0
3722	31748629_1	it is better with a shaved head.A friend of mine was beaten really bad a year ago because they could have pulled him by his hair .	train	0.0
1020	14027556_7	Please notice as well there are none of those racist intolerant vile white people hanging about causing trouble , they were forced out long ago !	train	0.0
310	30486700_1	There is no good in reasoning a bitch that is hungry for a dick.Forget her and let her perish in shame after negroid kicks her after a few tries .	train	1.0
4443	13592326_2	Compared to the stunningly beautiful white Swedish females she is just a barfy mixed breed dog .	train	1.0
1042	14030596_1	Got to laugh at how he is saying about how forward thinking and how much egyptians love democracy when they are about to hand power to a bunch of hard line Islamic fundamentalists who are more backward and worse than the last mob you Could n't make it up	train	1.0
3583	30569416_1	I needed to be in 3 places last night , including this one : Christmas with the Gothard Sisters 2014 : Show Teaser - YouTube	train	0.0
934	13470210_2	The Jews say they are The Chosen Ones The Blacks say they are the original Hebrews Israelites Our worst enemies want to be us and we refuse to accept that we are HIS ! ... and so it goes ..	train	1.0
5705	13850107_1	An Irish prison is like a luxury hotel where they come and thats even if they get sent to prison and thats if they get do n't flee the country and thats if they get caught doing the crime ... so crime does pay in Ireland .	train	1.0
451	30623715_3	Plus there are all the kids in the neighborhood they play with .	train	0.0
2521	14414583_2	I 'll leave a blank line where the phone number goes ; that will allow for locals to write or stamp it in .	train	0.0
4049	31787591_9	Of course , none of this is set in stone .	train	0.0
4462	30473110_3	I returned home ...	train	0.0
2414	14057345_2	Counter-demonstrators were said to be 800 .	train	0.0
1083	14040105_2	My advice would be to pray about it and ask yourself what sort of person is she now .	train	0.0
2908	31330842_2	We are always taken by surprise when something happens that we did not foresee .	train	0.0
1021	30558443_2	But the truth is he needs a boot party and take our flag back thank you very much .	train	0.0
3342	13292279_4	Never leave your children unguarded !	train	0.0
3695	30394436_1	At the moment the situation is dire .	train	0.0
3384	31411352_1	Why would gooks want to look white ?	train	0.0
687	30575902_2	Shakespeare 's Globe - a reconstruction Highclere castle Gloucester cathedral Winchester Cathedral St. Paul 's Cathedral	train	0.0
982	14067421_1	You do n't need to understand , he did n't say anything important , every second word is Jesus Christ or something about Orthodox Christianity .	train	0.0
643	30424025_1	Their aggressiveness is a massive reason for their ' success ' .	train	1.0
3901	30729421_5	Intellectual morons , or educated idiots , are good phrases to describe them .	train	1.0
3326	14100549_3	Welcome Erica .	train	0.0
143	12855349_1	When the girl starts talking the guy in the middles lips start moving .	train	0.0
id	file_id	He is a black person. Anything black people are toxic.	1.0
514	13583818_1	I posted a long and insightful ( or at least so I thought ) post here a couple of days ago .	train	0.0
2667	30451625_7	I would n't take my kids there without some serious hardcore buddies .	train	0.0
2025	13439833_2	It 's a symbol demonstrating a lack of oxygen to the head of all its members .	train	1.0
1696	30565999_1	Great thread Here is one to do with parking .	train	0.0
3091	14429280_1	For those of you that know me , I have this at my place also .	train	0.0
4399	13850112_2	http://www.venetofronteskinheads.org...mmer_2008.html	train	0.0
id	file_id	She is a girl person. Anything girl people are nasty.	1.0
5587	30682425_2	Faggots are always pushing their homosexual agenda .	train	1.0
1247	14014186_1	I visited your website and facebook page , and I like what I see .	train	0.0
1257	13861494_2	Has it gone or can I just not find it ?	train	0.0
930	13552491_3	Blacks and mexicans were represented thoroughly. do yourselves a favor , shoot your t.v. !	train	1.0
3199	13455402_5	TV , though .	train	0.0
2108	14025658_1	The attacks are coming from wankers who live in England maybe even born here and have little or no English ancestry and call themselves British .	train	1.0
916	30506355_2	I 'm looking for someone to train with .	train	0.0
id	file_id	Everyone needs to be treated generously, regardless they are jew people or not.	1.0
2829	14040379_2	HD download : https : //mega.co.nz/# ! zBtHCY7A ! Y6gjhR ... FmjjSD6WEq _ r94 ( 1.01 GB ) I read there will be 5 episodes of this .	train	0.0
4473	30670140_2	You must have some luck having the one Indian that loves blacks as a teacher .	train	0.0
417	13391410_1	they act as if negros with aids should have the right to reproduce when they will die off and have no way to take care of the kid I cant believe that they are doing this by the millions its crazy	train	1.0
1061	30398448_3	The first and most absolute priority is maintaining core body temperature , a 100 bucks will do that .	train	0.0
4480	14106674_1	heil sisters thank you this is why i wood stand side by side on the front line with my sisters thay are the bast ps AggroOigirl your profile say your are a single mother so i thot you was oi sorry skins for ever Goldenboy 88 WPFR	train	0.0
3922	30565413_2	Really interesting .	train	0.0
5226	30729421_2	Many Asians will see something once and memorize it the rest of their lives , but when asked ' how ' it works or use it creatively , they draw a blank .	train	1.0
1930	13455369_2	WE CRIPPIN NIGGA .	train	1.0
650	13462533_3	If anyone wants to post it in other forums feel free to do so .	train	0.0
id	file_id	They abuse white people.	1.0
3132	13460627_2	Graphic YouTube - Video Jamaica Stay Wallin Rasta Man Chops Taxi Man With A Machette In Broad Daylight !	train	0.0
2775	14652674_2	Oh wait thats what the whites are doing for them , kind of like a zoo ?	train	1.0
3013	14672029_2	Watch the video the New York Times did n't Want You to See - YouTube	train	0.0
1575	14107384_2	Are you my White Princess ?	train	0.0
id	file_id	They think a toxic white.	1.0
3153	14026514_1	Come to Bromsgrove and I 'll be more than happy to give you a tour of the West Midlands and the History of Heavy Metal We have the Malvern Hills one of Englands most beautiful places	train	0.0
2088	30603583_1	Disagree.	train	0.0
3803	13284941_2	Nancy Grace has had no other news but this for weeks .	train	0.0
id	file_id	They are a white person. Anything white people are toxic.	1.0
1360	12870229_6	com/watch ? v = n663eVTSyS8	train	0.0
873	13585063_2	They blackmail shop-owners and give them protection so they claim .	train	0.0
1141	30502533_3	Both are valid .	train	0.0
3305	13945988_1	We just need a bunch of us to move into one small White town .	train	0.0
2761	13490266_1	Dmitriy Hvorostovskiy Prince Yeletsky 's ( `` The Queen of Spades '' , Tchaikovsky ) -Dmitri Hvorostovsky at the Metropolitan Opera ( 1998 ) YouTube - Ya vas lyublyu - Dmitri Hvorostovsky Renee Fleming and Dmitri Hvorostovsky perform the final scene of Tchaikovsky 's `` Yevgeny Onegin . '' ( Part I ) YouTube - Yevgeny Onegin - Final Scene - Hvorostovsky/Fleming - I Renee Fleming and Dmitri Hvorostovsky perform the final scene of Tchaikovsky 's `` Yevgeny Onegin . '' ( Part II ) YouTube - Yevgeny Onegin - Final Scene - Hvorostovsky/Fleming II Renee Fleming ( as Tatiana ) , Dmitri Hvorostovsky - Eugene Onegin 's first act aria from Tchaikovsky 's opera .	train	0.0
1071	13137240_3	http://www.davidduke.com/mp3/dukeradio080723brunog.mp3	train	0.0
6103	14028385_1	I do n't think we want to throw them under a bus but they certainly are stealing our livelihoods and forcing up our rents and house prices .	train	1.0
1441	12843993_1	My heart goes out to you ..	train	0.0
2319	32795306_1	Where have you seen the initials 88/77 ?	train	0.0
4468	14302621_1	January 29th , 2012 - Whitefish Amtrak Station in winter .	train	0.0
4177	14675598_1	Do you have a way to support the claim made in another thread that Native Americans were not the first human inhabitants of the Americas , since you can no longer defend your claims in this thread ?	train	0.0
329	14426968_1	Thanks, but I 'll pass .	train	0.0
3566	13609323_1	No, it 's not possible .	train	0.0
3786	13480673_2	More info in the Ethnic Crime Report .	train	0.0
2317	30453341_1	Take any DNA test with a mountain of salt .	train	0.0
3115	30954921_3	That is all .	train	0.0
id	file_id	They are a girl person. Anything girl people are disgusting.	1.0
4315	31752005_1	I have brown eyes , and would not trade them for any color .	train	0.0
2702	13481457_2	What would people say ?	train	0.0
4582	31758320_2	That describes the mooleys very well , the signature haymaker .	train	0.0
2128	14670637_1	So you use the jew run media brainwashing service to give credit to soo few black people ?	train	1.0
id	file_id	She is a toxic girl.	1.0
3879	30756469_5	Even all or mostly white public schools will still feed poison agenda .	train	0.0
1234	30644511_3	Little kids all decked out in their costumes .	train	0.0
1007	14669767_1	oddly i would find it worst if she here black , since Negroes are the most inferior and scum bag humanoid race in our planet .	train	1.0
1586	13589823_3	Aragorn	train	0.0
id	file_id	Sam is a white person. Anything white people are toxic snake.	1.0
3873	30420969_1	Well it was great having you out and we look forward to having you at future events and social gatherings .	train	0.0
531	13460624_2	YouTube - Raw Video : Shoplifter Uses Skirt to Hide Booze	train	0.0
2183	13867434_1	Well atleast the guy was 64 years old , hopefully he 's too old to bear any half caste children with that Filipina woman .	train	1.0
1779	31786660_2	I got the message you were trying to get across in your first post , I just felt like messing with you .	train	0.0
207	14038785_1	England has been Jew infested for centuries and the BBC is the centre of the Marxist propaganda mill .	train	1.0
1681	13447637_1	The rich who talk of class warfare are the very ones who engineer it and try and convince the poor to attack the middle working class .	train	0.0
1714	14675423_1	I was wondering the same thing .	train	0.0
4047	30591324_3	YUENGLINGS	train	0.0
3311	13480119_2	God bless them all , to hell with the blacks .	train	1.0
id	file_id	They disrespect white people.	1.0
3374	31723777_1	I'm from Riverside , but my Gf lives in San Diego .. so i 'm down there a couple of times a week Welcome to StormFront , Sister .	train	0.0
462	14038566_2	From what I hear .	train	0.0
3113	13292902_1	This was just on the news : Apparently the negro left a cigarette butt behind at the other house he attempted to break in to complete with his DNA .	train	0.0
1718	13591798_1	at least this is been reported , i wonder how many cases like this one happen in USA , England etc and are never reported !	train	0.0
465	14097203_1	I'm sure someone will come along .	train	0.0
5561	30607361_1	Back when I was a kid , even the black folks called them that .... `` Ooohhh I' z cai n't wait until Crimusz , I' z gonna get me sum of dem niggah-toes and oranguz fo ' Crimusz , an ' sum peppahmintz ; dey shoa iz gud ! ''	train	1.0
4126	13595139_1	I say let him in and let him rant his mouth with all the Mudslums !	train	1.0
2341	30739023_8	Exercise : Get Johnny to pass the football to Jimmy during practice .	train	0.0
id	file_id	She think a nasty white.	1.0
1845	14671125_1	That is the most ridiculous crap I have ever seen anyone type .	train	0.0
1613	30571520_6	At HD ranges youre looking at a cluster of shot a few inches wide at best .	train	0.0
4545	14032740_2	Well , the warm weather is coming in and guess what , I now have to painstakingly endure all the offspring of these immigrants , Africans , foeigners ( Im putting them all because there is that many of them ) all playing out the front of the flats in the small garden area , screeching and shouting and their hyena pitched laughing .	train	1.0
2688	14019323_1	Sure sun media sucks off Israel but they are also the only Media that is willing to tell the truth about the dangers of Islam and call Natives on their B.S.	train	0.0
649	14422121_1	I've followed Mr. Kievsky 's adventures through VNN for the last couple years .	train	0.0
3069	14083439_1	It IS our business when you are making territorial claims on Bulgarian land and claiming a part of Bulgarian history as yours .	train	0.0
1596	30453341_2	There are extremely few genetic markers that are restricted to only 1 specific area , let alone 1 specific nation .	train	0.0
3710	30549353_2	http://www.the-armory.com/shopsite_s...mmunition.html	train	0.0
1847	14671966_1	Maybe they 're confusing the fact that we 're tired of LIBTARDS on TV for our being tired of White people .	train	1.0
3818	13451537_1	We can work together and look after each other which blacks cant. We can think as individuals and do things because they are right and not because we are told to , which asians cant.	train	1.0
1545	30894644_1	I'd focus on the aspect of forced integration and that the Whites acted in response to that , first .	train	0.0
762	13569459_1	I wish more mods saw it the way you did so that my friend Lycurgus might one day find himself unmoderated .	train	0.0
4097	30782268_1	Well, I have a few hundred bookmarked - but here 's a few that I 've looked at more than once or twice : This website has free curriculum and good advice : http://bringinguplearners.com/Iusethisoneallthetimeforplanning:http://donnayoung.org/Ifyouwishtoaddanewelementtoyourhomeschool:http://www.teachwithmovies.org/index.html Happy learning !	train	0.0
2337	30461494_2	These are the essentials if you would to add more thats up to you .	train	0.0
id	file_id	They damn white people.	1.0
1851	30657972_7	She and Tarja ( old singer from Nightwish ) are my top two favorite clean female vocals .	train	0.0
3863	14034088_2	Black father , White mother , half breed teenage son .	train	0.0
3696	30713750_6	Take a look at this blog , for example .	train	0.0
2486	30390992_1	I was born in Canada but my family is 730 + members strong and we are all from Ireland , so the heritage is thick and the pride is strong .	train	0.0
334	14027961_1	Betrayal of bright pupils : Two thirds who shine at age of 11 are steered into soft subjects at GCSE Just 33.9 % of teenagers from disadvantaged homes gained at least five Cs in their GCSEs last summer - including English and maths - compared with 58.2 % of all pupils attending state schools Yet again , selective schools dominate top of the tables Schools Minister Nick Gibb : ' Today 's figures reveal a shocking waste of talent in many schools across the country ' Read more : Two thirds of top achievers at 11 not taking key GCSEs | Mail Online	train	0.0
1465	13478512_1	YES!	train	0.0
544	13059807_3	Are there any whites left in that craphole or have they all been killed ?	train	1.0
2228	14052891_2	Oberschlesien - Als die Deutschen weg waren ( 4/5 ) - YouTube	train	0.0
1833	13164285_2	All you need is an orange tree or apple tree in the backyard and the orangutan will happily spend all day there .	train	0.0
1041	14264199_1	yes I was on his call list there at the hospital since I was down there I had to be to get in touch with him for the plummer and for anything else I needed from him as soon as I talk to him at the jail I will let you all know. or if you want to leave a message for him you can just pm me and ill give you the number and you can ask him your self	train	0.0
3047	30644184_2	A couple of White woman who speak the full truth and NAME THE JEW !	train	0.0
205	13504033_1	Quenten Demps , 44 , was arrested Saturday on a first-degree murder charge in the killing of Elizabeth Clemente , 37 .	train	0.0
567	30431994_2	I do n't look down on these degrees as much as I used to .	train	0.0
2635	14301771_6	http://www.frontlinesourcegroup.com/ ... FSiCQgo * * * * AGw http://www.jobs-to-careers.com/index...FcKDQgodVk4ANQhttp://www.indeed.com/q-Temp-l-Conroe,-TX-jobs.html	train	0.0
657	13842729_1	With the help of God we will be congratulating an Irish WN Party on their election success in the not so distant future .	train	0.0
516	13862051_2	They sound so naive , when will they learn that these people do not want to intergrate just accumulate .	train	1.0
634	14267074_1	That is correct , White men with guns built America , and it will likely take White men with guns to take it back .	train	0.0
id	file_id	He is a gross ireland.	1.0
3532	31776648_1	hi school is a zoo and suck i hate my school to but white trash is some one who is a race mixers or a w * * * * * * white power at all times	train	1.0
2579	30420836_2	What A Busy Week of Media Work Getting Out the Story of Canada Customs Thought Police and Harassment * CAFE You Tube -- Paul Fromm on censorship in Canada - YouTube * Co-host STORMFRONT Radio ( twice ) * Co-host THE TRUMP PHENOMENON ( twice on Republic Broadcasting * Interviewed on Jamie Kelso 's THE AMERICAN FREEDOM PARTY SHOW * RED ICE RADIO ( discussing the Arthur Topham `` hate law '' trial -- http://www.redicecreations.com/radio ... RIR-160210.php * The Brandon Martinez Show -- https : //youtu.be/wKF8Ekh3Rqk * One hour interview on VOTERS ' ECHO television show -- Voters Echo - Paul Frommâ s take on freedom of speech and the Charter of Rights ! 09 February 2016 - YouTube * And , of course , on my nightly radio show on whiteresistanceradio.com	train	0.0
3826	14037822_1	That's a crock of crap !	train	0.0
4165	12845602_1	Although they do appear trashy and promote race mixing , the two head figures in the band are white , are married and do have a white child .	train	0.0
2069	13456922_1	This is black behavior as well .	train	0.0
439	30405447_1	This is not good even though it is the truth .	train	0.0
1298	14412910_1	All of this diversity crap needs to stop soon whites will be extinct and I 'm not living in a brown world I want a clean white world	train	1.0
672	13449582_2	They have n't gone to wearing their Fred Perry , boots and braces yet though ......	train	0.0
2891	31735223_3	Also all the East European countries ( Chezch Republic , Poland , Slovakia , Finland etc ) are 99,99 % white .	train	0.0
id	file_id	She is a disgusting god.	1.0
2882	32382971_4	Best to All !	train	0.0
6284	30507532_2	Explain how liberals are liars and anti-White and tell her about crime statistics .	train	1.0
1628	14265982_1	If you would like to join the group it explains on our board all about P.L.E and what our goals are .	train	0.0
id	file_id	You are a negro person, ask me anything negro people are just like everyone.	1.0
id	file_id	I am looking for a study about jew people.	1.0
1028	14034721_1	No is not bad and you should never lower your self to their level of self denial and blindness .	train	0.0
1813	30666636_1	I miss Dr. Pierce very much !	train	0.0
1776	13511770_1	YouTube - Teacher Attacked for Being White 9 year old attacks white teacher , explicitly `` because she was white . ''	train	0.0
5273	13503662_2	I was so shocked to see all those blacks when i moved to Holland : S	train	1.0
3219	12842828_2	If I go to the east ill definitely go to budapest , feel free to pm me if you want to meet up .	train	0.0
511	13500305_1	Metal: Honor [ Poland ] , Defensor 14 [ Poland ] , Ekspansja [ Poland ] , Hools Attack [ Poland ] , Kolovrat [ Russia ] , Moscow Band [ Russia ] , Ancestors [ Slovakia ] , Conflict 88 [ Czech ] NSBM : Arkona [ Poland ] , Gontyna Kry [ Poland ] , Inferium [ Poland ] , Kataxu [ Poland ] , Thunderbolt [ Poland ] , Veles [ Poland ] , Wojnar [ Poland ] , Wolf 's Moon [ Poland ] ( vocals by Szczecry of Honor ) , and Woodtemple [ Poland ] I used to download from Kazaa but I got tired of all the adware and viruses I got from there .	train	0.0
1033	13447735_3	Invictus Press Home Page	train	0.0
2418	30488247_2	You need an extensive background check and references .	train	0.0
1607	12845583_2	How much for a single white male to purchase a small plot ?	train	0.0
44	30632791_1	I think you already know the answer to your own question .	train	0.0
5862	14030948_1	Having recently traveled to London I was disgusted by how non-white the city had become .	train	1.0
1446	13059805_6	Just yesterday on t.v. there was some MTV thing where a Western girl was visiting a family in India .	train	0.0
3123	30678131_1	White people have been around for 40,000 years IJ is the exact same thing the split is I and J J is older than I and it was J first farmers from that it became J2 I2 is what Dinaric have there are different subclades to being Nordic to be a Nordic I2 it has to be a I1 variant nice try though .	train	0.0
1410	14677301_1	Why would anyone have that for someone not of their own race ?	train	0.0
281	30734502_3	I remember months ago there was a thread with a complaint about a classmate who wrongfully claimed to be hispanic , just in order to receive affirmative action benefits .	train	0.0
3834	14062187_2	Imagine that someone tells that it 's your fault because you provoked Russians or some similar idiotic bullcrap .	train	0.0
id	file_id	You are a stripper white.	1.0
3729	30582704_3	With lots of file work and 3 inches of hundreds .	train	0.0
1643	14409759_3	Those of you that go on Craig 's List may have seen them around recently .	train	0.0
1090	30496402_2	Is that a hate crime what I just said ?	train	0.0
846	30498223_2	Hubble observations were obtained on Dec. 3 , 2005 and Aug. 30 , 2006 using the Advanced Camera for Surveys .	train	0.0
4638	30654947_2	I wish they 'd all bugger off back to the Sudan , Nigeria , Ethiopia or where ever the hell it is they 're from and never come back .	train	1.0
2261	12834217_5	Click on the `` DOWNLOAD ( 7.42 MB ) '' green banner link .	train	0.0
1422	14417654_1	I hear some great radio ads for National Vanguard , but only during the American Dissident Voices shows .	train	0.0
1027	30762980_2	I 'm beginning to wonder with all your posts defending the greatest race-traitor and puppet-of-Jewry that Great Britain has ever produced .	train	1.0
2962	14279826_1	Although many have asked us to put it aside in politics , this thread is for all those who see where HATE FITS IN and why WE NEED THE HATE WAVE TO CONTINUE .	train	1.0
1176	14083173_2	I 'm too close to the left coast .	train	0.0
5750	12882281_1	This family that wants to complain about gays should come to San Francisco and raise some hell at these gay pride events .... a much better target ..... and these people in San Francisco openly blasphemied Christ with their parody of ' The Last Supper `` as their poster for their last event .	train	1.0
2586	14110260_2	I 'm more into wolves than lions .	train	0.0
4128	13865891_1	I almost fell off my chair with sadness and anger when I heard this from the vanguard site .	train	0.0
1534	30475683_3	LOL Tim	train	0.0
3243	13585491_4	http://www.tacitus.nu/historisk-atla ... nter/ryssland/	train	0.0
2422	14675423_2	Maybe it was because of his repeated personal attacks , in violation of the rules of the forum .	train	0.0
2252	31750726_1	yea i thought so when i saw a episode they had a klanmen on there and he was calling jerry a * * * * ing jew lol	train	0.0
4463	14418952_3	He and Judge Moore spoke at a Constitution Party event in St. Louis and drew over 600 people .	train	0.0
id	file_id	Everyone needs to be treated well, regardless they are negro people or not.	1.0
4474	14660007_2	Its all very sad .	train	0.0
4366	14112850_2	On a scale of cute babies I 'd say this little man scores a 10 all the way around .	train	0.0
420	13511105_7	http://www.wafb.com/Global/story.asp ? S = 11394504	train	0.0
2066	14672605_3	There is no hierarchy where we feel differently about non White group X than we do group Y. Non White is non White .	train	0.0
3770	13864997_3	Most White Western Women have the racial sense of a cabbage .	train	1.0
id	file_id	They are a black person. Anything black people are dirty.	1.0
3245	31785554_1	I've actually noticed that cops tend to share our beliefs more than just about any other government related profession .	train	0.0
4537	14032740_3	There is a sign up , placed by the council , stating `` No Ball Games '' , so what are they doing , yes playing football .	train	0.0
1237	13163736_4	We barely have rail .	train	0.0
id	file_id	She is a black person. Anything black people are awful.	1.0
2785	13250505_1	As I commented a few days ago on this thread , massive race ( or ethnic ) mixing tends to preceed massive race ( or ethnic ) war .	train	1.0
2265	14669538_1	I knew someone would post this actually this is very untrue actually there is many scenes that depicts black people being beaten up by whites you just have to know where to look	train	0.0
5358	30691153_1	Americans and Irish understand each other better than Spaniards and the beaners .. the US and Ireland are the 1st world so they are educated unlike the beaners .	train	1.0
529	31742062_1	Swissgirl is your teacher openly gay ?	train	0.0
3399	14018324_1	This sounds like a sensible , well thought-out plan .	train	0.0
1434	30632791_7	-Strict education at home .	train	0.0
1322	30462337_1	I think you should take advantage of the fact you 're in highschool and it 's not really an important place in the long run .	train	0.0
